name;open;high;low;close;volume;marketCap;timestamp
"2781";0.2370222308;0.2614591038;0.1342524068;0.1643086514;318933510.49;25006692.92;"2023-10-16T00:00:00.000Z"
"2781";0.1593847075;0.1663159883;0.133297831;0.1607412796;174973151.21;25784841.35;"2023-10-23T00:00:00.000Z"
"2781";0.1607743395;0.1984129159;0.1459090052;0.1576152897;203384557.64;29270345.79;"2023-10-30T00:00:00.000Z"
"2781";0.1576256404;0.1921917846;0.1360130381;0.1559476117;202613813.82;30685247.55;"2023-11-06T00:00:00.000Z"
"2781";0.1563647888;0.2375062973;0.1525478324;0.1904035111;400315663.85;39238755.45;"2023-11-13T00:00:00.000Z"
"2781";0.1904053936;0.2224358454;0.1501924052;0.2069008553;189924667.35;45209391.77;"2023-11-20T00:00:00.000Z"
"2781";0.2068219951;0.4769113047;0.1878262308;0.464790241;1050773572.92;117277515;"2023-11-27T00:00:00.000Z"
"2781";0.4654259745;0.9827375371;0.4632934618;0.6080287278;1957294471.98;162892999.13;"2023-12-04T00:00:00.000Z"
"2781";0.6077991183;0.8005057349;0.5659740208;0.6081360404;849425045.34;170483877.49;"2023-12-11T00:00:00.000Z"
"2781";0.607578353;0.6445389104;0.5135965565;0.5747119084;397311893.12;177164778.05;"2023-12-18T00:00:00.000Z"
"2781";0.5746501297;0.6722374545;0.4797570269;0.4887233506;291961054.17;154836670.58;"2023-12-25T00:00:00.000Z"
"2781";0.48879635;0.5093029238;0.3239786675;0.328400746;266168672.97;107886852.85;"2024-01-01T00:00:00.000Z"
"2781";0.3283570059;0.4864594622;0.2947887807;0.3934289642;387386415.13;133939109.43;"2024-01-08T00:00:00.000Z"
"2781";0.3934080651;0.4774798222;0.3446880417;0.3728839585;166078471.5;130852011.54;"2024-01-15T00:00:00.000Z"
"2781";0.3729741737;0.3944455602;0.3099035407;0.3502342005;132224538.85;134534751.04;"2024-01-22T00:00:00.000Z"
"2781";0.3502508366;0.3713722788;0.3152301869;0.3175528525;89412785.19;128019837.36;"2024-01-29T00:00:00.000Z"
"2781";0.3175529329;0.4511025946;0.2932120136;0.3998547996;187705320.87;169362912.09;"2024-02-05T00:00:00.000Z"
"2781";0.399851783;0.4638104906;0.3736174582;0.4084064508;223068170.3;182219472.13;"2024-02-12T00:00:00.000Z"
"2781";0.4084041897;0.4598005189;0.3578806393;0.3832728048;217551565.22;179380330.09;"2024-02-19T00:00:00.000Z"
"2781";0.3832474693;0.5657583249;0.3768923678;0.4851808597;511718677.39;245786477.71;"2024-02-26T00:00:00.000Z"
"2781";0.4852440489;0.6278398934;0.3961873655;0.5774072305;632561954.9;309144798.41;"2024-03-04T00:00:00.000Z"
"2781";0.5774146622;0.5784629239;0.3749164933;0.416778019;394866571.9;236832087.25;"2024-03-11T00:00:00.000Z"
"2781";0.4164047342;0.4200919349;0.3173608244;0.3595280121;234998530.07;222900504.75;"2024-03-18T00:00:00.000Z"
"2781";0.3595280121;0.4127292261;0.3386988918;0.3499414768;317420130.5;251362272.94;"2024-03-25T00:00:00.000Z"
"2781";0.3499408031;0.3537567248;0.2836449609;0.3125827841;198796726.65;239704830.37;"2024-04-01T00:00:00.000Z"
"2781";0.3125827841;0.3263378691;0.1503978505;0.1983680173;301350036.61;160664156.96;"2024-04-08T00:00:00.000Z"
"2781";0.1983680173;0.211096319;0.1664409236;0.1984415712;119415192.18;162927061.55;"2024-04-15T00:00:00.000Z"
"2781";0.1984415712;0.260135179;0.1823478443;0.1860195232;313455416.31;156544113.02;"2024-04-22T00:00:00.000Z"
"2781";0.1860195232;0.1927797472;0.1548446895;0.1879213783;111832614.13;160924208.31;"2024-04-29T00:00:00.000Z"
"2781";0.1879209896;0.1949053431;0.16257198;0.164733584;85751121.53;143445829.08;"2024-05-06T00:00:00.000Z"
"2781";0.164733584;0.1770636091;0.1522434535;0.1577873361;83946958.01;140583756.33;"2024-05-13T00:00:00.000Z"
"2781";0.1577873361;0.2188304991;0.1549503414;0.2117738905;192563054.22;193382405.59;"2024-05-20T00:00:00.000Z"
"2781";0.2117738905;0.2366977717;0.1888741985;0.2213544926;210542455.58;205313627.8;"2024-05-27T00:00:00.000Z"
"2781";0.221355391;0.2465984001;0.1649593215;0.1712286978;202549607.54;161730348.4;"2024-06-03T00:00:00.000Z"
"2781";0.1712294669;0.1712584513;0.1397915268;0.1443789674;111216621.42;138429099.69;"2024-06-10T00:00:00.000Z"
"2781";0.1443841161;0.1460182567;0.1047903162;0.1160566253;111337701.88;112149121.96;"2024-06-17T00:00:00.000Z"
"2781";0.1160580245;0.1280659313;0.1064844434;0.1125686002;115379012.99;109610756.83;"2024-06-24T00:00:00.000Z"
"2781";0.1125670186;0.1180121655;0.0764796405;0.089663544;121239587.3;88037682.16;"2024-07-01T00:00:00.000Z"
"2781";0.0897227577;0.104865345;0.084950153;0.1032846681;73314391.89;102063088.14;"2024-07-08T00:00:00.000Z"
"2781";0.1032818384;0.1185498151;0.1001759756;0.10816118;100229699.28;107742988.02;"2024-07-15T00:00:00.000Z"
"2781";0.10816118;0.1115016025;0.0870216954;0.1026181094;114089769.33;103154127.49;"2024-07-22T00:00:00.000Z"
"2781";0.1026181094;0.110445789;0.069041513;0.0722406231;76028431.7;73496721.12;"2024-07-29T00:00:00.000Z"
"2781";0.0722406231;0.0948718897;0.055191109;0.0866580867;105356497.93;89307781.6;"2024-08-05T00:00:00.000Z"
"2781";0.0866408136;0.0986486357;0.0712015333;0.0739267895;63478599.97;76580336.84;"2024-08-12T00:00:00.000Z"
"2781";0.0739267895;0.0948238861;0.0727897451;0.0893934975;54404805.5;93570417.25;"2024-08-19T00:00:00.000Z"
"2781";0.0893934975;0.0902226981;0.0641700936;0.064753461;58119323.63;68403633.95;"2024-08-26T00:00:00.000Z"
"2781";0.064753461;0.0904391078;0.0621317975;0.0808144302;270160407.15;86384395.28;"2024-09-02T00:00:00.000Z"
"2781";0.0808144302;0.136629279;0.0773188057;0.1256810612;754127971.94;135832814.99;"2024-09-09T00:00:00.000Z"
"2781";0.1256810612;0.1714822152;0.1125839411;0.1232193042;979102728.36;134947844.89;"2024-09-16T00:00:00.000Z"
"2781";0.1232126375;0.1607501807;0.1205295124;0.1453367133;416807819.58;161072304.84;"2024-09-23T00:00:00.000Z"
"2781";0.1453367133;0.1486131709;0.1053867285;0.1194515282;227249240.17;133597138.04;"2024-09-30T00:00:00.000Z"
"2781";0.1194515282;0.124981292;0.101860446;0.1192531755;211350181.26;134896458.2;"2024-10-07T00:00:00.000Z"
"2781";0.1192531755;0.176559685;0.116493817;0.1498286322;704403478.23;172061067.76;"2024-10-14T00:00:00.000Z"
"2781";0.1501523979;0.1929513696;0.1401742116;0.1773643765;1349049977.72;206535036.83;"2024-10-21T00:00:00.000Z"
"2781";0.1773643765;0.188067838;0.1452659011;0.1553469743;945560810.85;182338249;"2024-10-28T00:00:00.000Z"
"2781";0.1565216765;0.2054518654;0.142598556;0.1720651409;0;0;"2024-11-04T00:00:00Z"
