name;open;high;low;close;volume;marketCap;timestamp
"2781";0.00757575389415;0.00765431466976;0.00638139521372;0.00696763266945;413770781.77;715709805;"2024-05-17T00:00:00.000Z"
"2781";0.00696763266945;0.00720551721711;0.00649939823156;0.00662316496307;214635236.25;680328323.69;"2024-05-18T00:00:00.000Z"
"2781";0.00662318417466;0.00675012341482;0.00552219200683;0.00556386129369;180579897.67;571515501.82;"2024-05-19T00:00:00.000Z"
"2781";0.00556386129369;0.00574568334586;0.00512385375312;0.00571438894678;163992648.38;586977585.19;"2024-05-20T00:00:00.000Z"
"2781";0.0057142149728;0.00616674526005;0.00533136920775;0.0056398323502;213606952.98;579319189.61;"2024-05-21T00:00:00.000Z"
"2781";0.0056398323502;0.00570955149222;0.00518596265207;0.00530029772;134300385.87;544442456.66;"2024-05-22T00:00:00.000Z"
"2781";0.00530029772;0.00541499100001;0.00468644417993;0.004885886504;120190622.53;501874459.08;"2024-05-23T00:00:00.000Z"
"2781";0.004885886504;0.00492785085536;0.00460469709166;0.00484977499625;88522855.63;498166406.51;"2024-05-24T00:00:00.000Z"
"2781";0.00484978758785;0.00570758332729;0.00469074099397;0.00533863568794;242304163.02;548380502.88;"2024-05-25T00:00:00.000Z"
"2781";0.00533863568794;0.00549916593377;0.0049463553189;0.005429770398;162158168.29;557741789.37;"2024-05-26T00:00:00.000Z"
"2781";0.005429770398;0.0087211734937;0.00528996028703;0.00859595580544;900901810.94;882969890.23;"2024-05-27T00:00:00.000Z"
"2781";0.00859595580544;0.00988578753242;0.0075736716692;0.00924373544977;1226564011.18;949509311.14;"2024-05-28T00:00:00.000Z"
"2781";0.00924373544977;0.00982783212258;0.00860636529599;0.00950184511517;794862800.61;976020078.76;"2024-05-29T00:00:00.000Z"
"2781";0.0104098176;0.0131895619;0.0102764026;0.0127782798;1471558340.05;1312574957.03;"2024-05-30T00:00:00.000Z"
"2781";0.012615953;0.0129492361;0.0113570701;0.0116963571;630929635.95;1201440702.18;"2024-05-31T00:00:00.000Z"
"2781";0.0116963571;0.0165267133;0.0116842713;0.0158613152;1257140352.1;1629263548.88;"2024-06-01T00:00:00.000Z"
"2781";0.0158613307;0.0289584878;0.0154165089;0.0231158172;4344280223.08;2374445425.88;"2024-06-02T00:00:00.000Z"
"2781";0.0231158822;0.0251649858;0.0201098811;0.0214832324;2132003138.25;2206740915.2;"2024-06-03T00:00:00.000Z"
"2781";0.0214831774;0.0264355804;0.0214824774;0.0225477589;2454027938.85;2316088245.42;"2024-06-04T00:00:00.000Z"
"2781";0.0225477589;0.0231775948;0.0203532837;0.0216404301;1831723129.97;2222888136.97;"2024-06-05T00:00:00.000Z"
"2781";0.0216404301;0.0229365769;0.0207657695;0.0212769144;1336672327.29;2184661541.87;"2024-06-06T00:00:00.000Z"
"2781";0.0212720472;0.0223973913;0.0178659112;0.0189752413;1459630907.12;1948777173.53;"2024-06-07T00:00:00.000Z"
"2781";0.0189756833;0.0206115412;0.0181961534;0.0185912677;801199484.37;1909342416.5;"2024-06-08T00:00:00.000Z"
"2781";0.0185874243;0.0194241726;0.0172064984;0.019127101;822513732.75;1964373043.79;"2024-06-09T00:00:00.000Z"
"2781";0.019154796;0.0196976283;0.0175923708;0.0176886118;673327093.8;1816638717.89;"2024-06-10T00:00:00.000Z"
"2781";0.0176857914;0.0179494361;0.0149957476;0.0159361675;831529679.96;1636660877.89;"2024-06-11T00:00:00.000Z"
"2781";0.0159305976;0.0190464685;0.0153241923;0.0182520999;1220763614.28;1874509528.58;"2024-06-12T00:00:00.000Z"
"2781";0.0182434939;0.0187256097;0.0168172268;0.0171911431;633436078.41;1765548163.15;"2024-06-13T00:00:00.000Z"
"2781";0.0171880038;0.0214634699;0.0169621098;0.0197323125;1335007278.59;2026528889.99;"2024-06-14T00:00:00.000Z"
"2781";0.019744857;0.0216495625;0.0189214791;0.0210067204;1045097360.96;2157411899.3;"2024-06-15T00:00:00.000Z"
"2781";0.0210130244;0.0210584313;0.0195773717;0.020034249;575815597.81;2057538084.54;"2024-06-16T00:00:00.000Z"
"2781";0.0200307104;0.0206973096;0.0168412602;0.0169569361;927730078.27;1741494869.26;"2024-06-17T00:00:00.000Z"
